co,no,no2,o3,so2,pm25,pm10,nh3,aqi
2110.38,19.33,2.33,24.1,2.56,9.3,16.57,8.68,38.75
319.38,2.54,8.68,41.21,0.4,64.64,151.32,16.12,154.82
354.31,20.88,9.99,21.75,21.51,64.84,100.51,1.35,154.92
2072.41,21.52,86.98,58.13,1.7,48.63,92.23,3.32,132.99
4886.18,9.87,19.29,6.6,6.55,12.25,22.91,59.52,50.32
2840.24,3.3,73.14,98.2,33.3,42.5,75.86,17.36,117.59
81.49,7.06,13.74,11.6,15.34,10.14,24.47,2.53,42.27
364.88,13.62,36.82,14.1,5.76,25.72,57.89,9.25,79.23
611.73,9.34,9.72,45.93,1.81,92.7,144.98,2.73,169.6
273.28,13.48,9.08,51.01,10.71,73.46,162.68,29.78,159.46
721.83,20.33,3.25,174.62,34.0,33.62,68.16,0.76,96.18
1381.42,3.86,28.1,41.97,28.25,12.49,29.99,9.73,50.84
1815.68,2.33,26.1,32.06,103.97,63.15,114.5,9.59,154.03
5058.4,7.12,43.7,38.59,5.56,33.76,70.03,2.43,96.49
246.12,5.31,24.9,118.2,2.51,3.25,6.51,5.62,13.56
52.14,16.21,152.35,230.33,17.67,72.43,144.11,10.76,158.92
690.46,2.52,23.95,28.56,15.7,32.32,63.23,1.25,93.4
6807.07,20.5,54.15,51.12,12.11,110.22,187.99,2.06,178.83
197.26,28.61,14.53,31.2,4.97,11.08,24.98,6.33,46.15
1130.34,7.39,8.1,30.71,0.5,1.38,2.7,3.21,5.76
1145.53,7.85,41.17,148.89,3.64,43.78,107.62,4.65,120.79
537.63,3.43,18.37,15.79,23.77,44.33,78.05,7.24,122.18
407.64,4.29,46.16,5.12,17.13,6.11,13.33,2.97,25.44
100.97,4.91,28.59,42.69,38.8,12.45,30.38,7.2,50.75
13.16,31.28,9.09,86.56,18.43,500.0,600.0,9.95,500.0
76.11,6.88,58.81,39.48,29.47,24.4,57.85,16.1,76.38
224.65,1.97,8.4,49.49,30.5,68.78,160.09,2.13,157.0
2092.54,9.54,37.54,60.46,12.49,17.28,32.14,3.94,61.11
345.61,16.88,72.36,36.19,12.59,4.09,8.6,13.31,17.06
185.2,7.2,13.67,51.68,0.37,27.93,46.26,1.68,83.97
106.01,32.11,63.82,50.99,5.54,25.39,51.68,8.22,78.52
1080.53,16.08,29.89,6.91,5.84,22.2,38.42,7.6,71.68
3094.98,2.59,47.08,36.27,10.69,29.53,66.25,0.56,87.4
1988.54,4.26,8.7,9.41,3.99,43.13,87.47,4.51,119.18
1001.47,9.26,24.89,32.12,37.53,28.5,54.47,10.29,85.19
44.11,1.4,4.91,22.28,4.23,9.36,16.55,5.98,38.98
238.05,10.34,111.2,75.73,45.74,53.85,134.55,4.6,146.1
7487.25,1.27,2.68,40.27,3.84,4.71,7.41,8.64,19.64
2170.96,20.56,14.09,48.35,5.9,4.26,6.58,19.86,17.76
40.2,18.31,7.91,28.41,5.39,69.35,119.09,12.65,157.3
371.15,12.24,39.44,76.84,6.72,54.98,135.87,3.47,148.95
695.51,3.76,137.54,9.23,50.12,31.27,77.52,1.72,91.13
128.61,8.76,38.66,16.18,8.23,8.2,17.68,12.42,34.18
12.63,4.42,388.11,92.67,8.48,16.32,38.83,2.28,59.05
467.89,2.64,5.06,23.37,5.0,25.46,43.64,4.36,78.68
123.76,5.27,5.47,5.95,8.92,6.71,16.6,9.03,27.97
124.49,14.85,8.22,105.86,15.8,15.82,25.98,23.26,57.97
236.98,7.72,22.67,78.38,9.41,63.58,101.8,26.73,154.26
330.13,31.52,7.19,58.49,10.17,138.01,222.5,7.85,193.47
397.97,15.89,9.47,35.71,41.23,21.77,45.13,4.44,70.75
107.13,14.28,37.36,125.04,16.92,70.56,160.95,2.22,157.94
289.94,1.48,5.82,90.64,3.06,4.88,9.12,52.39,20.35
28.9,5.56,6.47,114.24,11.0,64.04,158.68,5.53,154.5
643.27,2.55,13.48,57.77,6.39,14.82,28.67,14.55,55.84
5.56,6.15,14.81,36.53,22.77,45.03,74.32,9.0,123.95
261.33,3.69,55.15,24.06,13.78,25.85,50.82,4.5,79.5
1601.63,5.07,8.16,12.0,47.29,124.02,270.24,4.31,186.1
82.35,21.35,9.77,49.48,5.01,13.81,32.21,1.85,53.67
1181.62,11.88,35.93,52.89,9.67,62.03,121.5,22.7,153.44
2283.81,20.23,44.76,25.03,3.4,25.04,52.42,6.55,77.77
2.82,1.49,83.82,54.11,11.59,28.27,49.96,30.86,84.69
321.49,7.83,32.11,25.39,1.93,27.55,59.13,4.72,83.16
5.4,19.43,22.88,66.28,17.92,14.22,35.34,5.48,54.54
337.88,33.32,35.7,16.35,11.4,32.65,50.58,2.38,94.1
399.11,1.57,15.37,14.24,14.68,31.1,74.23,5.41,90.78
9.74,5.2,15.26,27.32,31.37,42.15,86.93,2.14,116.71
7239.14,20.78,3.41,64.27,15.95,36.04,63.14,11.05,101.35
619.57,6.1,49.08,13.1,2.63,73.55,180.56,8.23,159.51
112.9,2.97,24.82,76.69,6.25,83.39,165.39,32.29,164.69
3633.93,1.57,43.69,8.9,11.06,11.58,21.21,1.72,48.25
27.29,2.86,1.2,27.18,8.22,78.95,132.75,24.93,162.35
63.83,1.36,19.16,10.69,9.51,10.11,17.64,2.78,42.13
12.82,7.83,8.53,4.1,85.26,59.61,139.07,10.43,152.17
6012.33,18.11,90.14,44.4,13.74,61.54,130.13,2.35,153.18
664.16,2.09,37.12,28.72,19.27,4.9,11.82,9.05,20.41
1084.75,9.56,25.39,10.83,1.09,36.34,62.94,0.6,102.12
633.65,17.21,13.04,21.9,29.82,20.73,33.6,3.78,68.52
953.99,7.37,29.88,47.16,373.29,15.51,23.35,8.22,57.31
453.56,1.48,7.94,24.67,61.24,127.85,256.7,42.75,188.12
605.7,10.87,18.18,28.25,7.18,17.22,43.03,0.88,61.0
474.09,7.0,11.26,24.08,188.16,14.79,32.45,7.37,55.76
161.92,6.32,193.73,20.78,12.59,35.72,64.59,4.4,100.55
376.18,4.28,87.35,20.57,17.6,65.73,156.24,1.09,155.39
608.13,8.06,58.15,20.09,8.84,28.74,65.58,2.4,85.71
476.19,12.3,4.53,18.13,8.57,106.31,161.11,4.61,176.77
43.96,80.69,47.66,14.68,0.82,56.32,130.48,11.79,150.43
53.65,8.27,24.23,24.44,31.34,3.75,6.75,8.07,15.63
2047.27,33.49,68.27,19.85,8.53,19.5,32.17,1.99,65.88
254.55,10.57,27.73,14.05,9.72,18.88,32.59,1.18,64.55
969.8,6.69,19.95,61.12,16.91,53.48,105.29,11.22,145.18
78.4,8.57,25.38,88.78,7.41,2.4,4.62,6.08,10.0
44.27,2.18,3.3,33.11,16.72,423.69,600.0,37.02,438.83
113.82,10.03,9.32,34.92,51.61,56.32,94.18,5.19,150.43
288.92,1.01,29.18,19.03,19.8,38.43,86.94,23.18,107.37
148.75,3.12,62.76,77.76,10.13,107.94,268.78,12.73,177.63
2809.89,8.25,11.58,133.03,10.5,345.04,600.0,16.8,375.78
528.1,24.39,19.28,29.05,15.5,79.1,142.06,11.39,162.44
6460.15,30.9,4.05,21.82,4.49,85.53,149.23,11.64,165.82
739.97,5.83,86.43,43.52,15.63,37.74,64.82,0.75,105.63
10.82,8.63,61.18,36.71,27.7,28.75,47.05,5.83,85.72
1966.6,19.77,38.56,22.2,13.53,20.58,42.21,3.81,68.19
41.92,1.96,30.17,48.28,7.32,14.5,30.52,26.33,55.14
570.09,11.08,94.87,70.14,8.63,16.66,36.74,2.71,59.78
126.21,3.23,8.98,17.66,26.65,8.58,18.71,5.58,35.75
10037.33,6.22,8.06,253.06,3.25,30.7,55.02,16.46,89.91
3496.08,4.67,58.06,9.71,4.57,6.14,11.24,9.98,25.6
132.59,11.42,54.29,16.75,1.77,40.08,87.44,8.73,111.51
333.27,12.81,6.09,39.93,12.69,31.93,59.06,22.4,92.56
582.25,18.01,11.81,199.84,34.27,38.36,65.69,9.58,107.18
1473.1,10.47,108.75,21.11,60.21,19.65,36.82,4.28,66.19
421.46,8.77,30.32,14.12,78.13,500.0,600.0,2.02,500.0
86.72,47.18,44.13,51.39,5.32,129.04,204.95,12.02,188.75
137.51,1.61,6.3,27.14,16.45,9.54,22.23,3.42,39.75
400.73,40.27,38.73,56.39,7.52,41.8,98.36,5.81,115.83
2570.06,5.53,4.86,31.29,87.99,18.03,31.01,21.72,62.72
766.44,13.08,2.77,16.68,58.21,12.01,18.79,5.92,49.8
126.45,5.34,41.55,216.83,14.9,8.67,19.41,4.74,36.13
1066.95,3.66,84.31,3.12,5.79,51.02,87.32,5.59,138.99
225.77,12.0,15.58,142.05,0.19,16.75,31.72,5.74,59.99
1533.97,20.95,11.63,69.87,2.18,87.17,136.34,2.74,166.68
17863.51,11.86,111.15,18.24,1.32,89.46,154.43,39.54,167.89
235.51,4.3,16.53,148.11,2.15,130.83,299.99,4.27,189.69
1342.66,200.0,18.81,11.05,116.12,14.12,32.54,16.19,54.34
131.88,24.5,109.28,74.18,2.58,53.27,90.94,2.67,144.65
340.91,18.79,14.1,6.26,3.41,62.33,114.43,12.8,153.6
421.72,5.19,10.44,13.24,4.04,20.61,33.68,8.75,68.26
301.71,3.95,45.4,13.21,275.41,15.31,24.09,7.58,56.88
16228.44,5.59,9.86,18.16,11.3,165.59,412.68,8.8,215.11
254.71,21.79,17.38,33.42,40.17,41.57,89.62,11.2,115.26
972.9,2.74,5.37,17.1,15.04,62.55,127.73,5.89,153.71
22.31,2.54,24.18,6.49,1.13,14.55,32.97,6.19,55.27
771.24,12.67,21.5,47.98,76.64,9.78,22.89,13.16,40.77
2237.43,10.17,52.88,34.44,19.71,18.74,43.22,2.36,64.24
182.84,3.42,47.34,45.93,10.53,29.25,44.36,2.02,86.81
9.34,2.48,34.87,38.0,100.7,11.42,19.27,8.84,47.6
380.7,31.12,29.79,71.05,8.04,32.79,70.66,0.99,94.4
413.96,10.56,18.67,31.17,10.24,6.12,11.48,1.37,25.5
1195.25,1.89,36.95,74.44,8.05,10.8,26.82,44.94,45.02
8236.7,2.03,6.6,17.8,44.33,64.77,140.26,34.79,154.89
228.13,5.15,1.92,18.64,32.35,60.57,148.79,4.18,152.67
111.67,15.38,64.19,99.57,17.02,22.38,38.08,20.07,72.06
70.08,13.4,39.42,97.96,3.45,11.97,28.29,20.78,49.87
543.0,22.91,17.69,52.4,7.81,11.85,21.59,11.84,49.39
828.02,1.66,58.82,16.26,3.45,22.8,56.76,6.83,72.96
177.95,9.24,9.66,15.25,49.03,63.09,104.58,13.82,154.0
1297.28,30.75,9.92,95.82,1.84,83.78,168.94,16.41,164.9
810.84,28.02,8.64,91.66,82.54,20.16,46.21,14.04,67.29
430.46,10.58,35.43,31.47,57.12,10.45,20.19,1.57,43.54
104.21,77.33,4.12,215.62,4.05,43.29,85.19,56.43,119.56
195.82,13.59,9.33,47.8,7.39,14.53,36.14,81.72,55.22
10.54,20.96,26.84,13.66,5.18,19.72,37.97,1.1,66.36
574.6,7.72,6.02,26.56,20.42,124.62,262.21,12.32,186.42
419.69,3.38,10.38,33.26,66.35,75.73,117.72,57.15,160.66
535.24,3.08,2.2,35.49,50.54,38.78,90.84,20.13,108.25
859.61,8.86,36.81,90.02,7.25,9.28,19.94,20.35,38.68
719.63,5.98,10.1,15.41,54.91,40.91,77.9,1.75,113.6
341.87,1.26,6.69,11.41,49.71,95.84,145.31,16.3,171.25
433.98,2.65,5.5,53.62,9.71,22.75,47.58,9.39,72.84
49.08,5.37,13.22,22.07,12.05,127.88,193.44,16.12,188.14
168.08,15.29,4.14,230.17,77.48,120.63,181.09,2.62,184.32
435.16,7.27,140.1,70.43,43.38,174.82,369.93,2.53,224.34
133.78,6.88,1.85,21.75,52.97,44.94,75.9,6.41,123.71
1465.9,2.75,12.8,87.38,271.09,59.58,100.81,5.06,152.15
150.21,7.56,22.35,59.4,23.49,136.21,293.29,6.31,192.52
558.06,27.64,9.25,54.98,18.01,51.8,80.48,4.57,140.96
480.51,8.63,24.83,30.03,62.15,20.06,36.38,6.04,67.08
1235.73,1.64,9.03,46.36,132.34,21.15,34.88,3.8,69.41
1558.04,2.11,92.77,6.16,5.85,42.04,87.44,7.04,116.43
1142.59,13.31,6.56,94.98,9.56,9.11,19.69,1.78,37.96
17.13,5.9,1.91,2.12,3.59,28.7,63.74,12.36,85.61
2419.27,6.86,5.48,23.25,18.38,99.14,174.02,9.59,172.99
3987.67,4.0,29.56,9.24,35.41,3.7,5.88,2.09,15.42
195.75,12.22,17.85,22.18,3.9,153.62,242.52,27.84,203.12
575.35,5.47,42.61,31.21,47.49,101.74,195.96,3.23,174.36
106.03,6.13,33.17,12.71,7.07,20.91,51.14,24.26,68.91
21.7,3.15,10.63,3.6,6.41,57.02,97.94,10.27,150.8
133.21,18.57,12.32,39.08,47.27,33.22,58.36,20.1,95.32
179.43,5.92,13.66,175.77,5.75,113.29,181.37,8.81,180.45
236.92,13.57,132.2,25.0,2.26,88.47,186.28,13.02,167.37
95.74,2.24,40.08,71.34,29.74,8.17,17.8,19.88,34.02
134.27,41.84,133.18,110.33,10.4,59.58,127.67,49.76,152.15
396.82,26.51,46.56,7.24,51.3,26.96,63.66,21.64,81.89
127.06,1.09,18.85,22.97,33.1,35.98,71.46,11.57,101.19
911.68,3.31,7.25,11.93,1.49,15.99,26.13,1.92,58.34
1121.58,11.91,24.57,17.37,59.07,190.21,340.37,0.66,239.75
14336.75,1.97,18.9,129.23,119.07,93.7,202.61,6.49,170.12
2183.14,6.48,18.29,39.6,42.11,15.8,33.39,3.62,57.95
580.94,11.32,16.3,62.24,44.2,8.72,17.71,3.75,36.32
159.11,6.14,2.58,31.97,9.05,22.52,49.16,6.8,72.36
626.8,12.66,70.87,12.57,6.88,51.14,109.3,14.34,139.29
658.45,3.69,19.1,56.97,15.72,42.11,100.27,3.97,116.6
186.8,0.78,4.88,90.2,36.74,115.95,241.87,18.09,181.85
1307.14,19.73,32.52,42.69,35.65,72.96,166.25,7.64,159.2
49.54,19.61,8.53,48.97,7.2,87.32,152.7,7.67,166.76
279.61,90.35,35.24,12.33,6.38,45.92,100.02,48.18,126.18
928.7,0.81,48.5,58.29,2.04,8.25,19.83,8.83,34.39
262.07,15.66,55.68,97.2,26.48,27.23,51.35,7.0,82.47
295.85,1.03,17.1,45.77,7.63,95.59,217.86,12.48,171.12
328.1,42.8,13.28,7.87,8.49,31.45,69.98,44.57,91.53
115.19,12.04,10.75,122.55,96.88,54.77,85.41,7.05,148.41
2346.9,2.85,9.75,15.55,24.98,24.08,50.12,11.47,75.7
87.61,16.12,19.74,45.16,17.95,11.82,19.28,6.63,49.27
650.17,4.25,16.29,70.98,32.99,29.27,72.23,6.67,86.85
750.3,9.98,8.8,78.55,67.0,45.11,104.26,4.53,124.14
97.23,9.08,6.4,7.85,1.75,17.19,27.67,4.22,60.92
450.18,42.27,18.02,36.37,6.18,26.16,42.43,40.29,80.17
103.08,45.37,13.01,34.5,9.22,12.94,27.11,4.25,51.81
3250.5,4.07,6.41,104.71,3.77,101.42,187.1,1.58,174.19
73.1,21.29,46.09,47.8,8.86,24.67,37.86,8.38,76.97
151.28,10.54,118.17,105.48,1.89,141.56,289.02,20.45,195.34
64.31,1.8,52.59,51.01,36.84,152.74,288.35,25.6,202.24
52.64,3.68,9.77,31.21,6.55,30.54,48.89,2.24,89.57
4388.85,76.41,19.1,38.67,15.5,12.08,27.81,22.48,49.96
910.65,10.57,93.73,112.04,12.96,4.11,9.93,57.91,17.14
497.92,20.08,6.21,11.73,23.78,7.6,17.15,3.73,31.66
150.68,5.98,43.93,68.36,0.64,8.38,19.47,6.21,34.93
1574.07,4.31,4.72,20.04,20.91,131.43,225.6,2.16,190.0
117.17,7.59,108.21,16.88,8.76,37.18,65.57,47.17,104.23
1326.71,5.66,13.06,75.09,19.85,48.89,83.53,1.66,133.65
108.99,1.66,186.61,16.34,2.96,3.6,8.14,4.95,14.98
153.43,2.71,113.08,44.78,20.01,9.99,24.47,16.19,41.64
1258.18,15.0,18.06,22.4,57.87,80.41,178.25,3.73,163.12
1474.01,5.05,9.78,5.03,15.3,44.11,105.06,2.75,121.64
988.52,7.58,24.4,48.53,5.15,28.58,61.13,7.01,85.37
83.55,9.35,16.77,36.64,5.43,58.26,109.97,80.65,151.45
206.42,10.11,13.44,7.18,24.32,170.0,327.38,5.72,219.52
510.48,23.26,3.83,18.94,24.13,26.55,41.82,6.01,81.0
112.85,2.46,12.01,7.8,18.69,35.49,54.36,2.42,99.99
3154.05,13.07,6.62,59.46,11.65,40.15,88.15,10.86,111.68
10.99,15.72,34.87,100.52,15.54,362.17,600.0,17.88,389.51
125.45,19.8,54.11,65.34,11.27,4.06,8.33,4.03,16.91
187.85,1.8,42.13,73.06,7.71,65.58,134.93,12.63,155.31
5.66,9.53,28.29,21.88,30.23,29.52,52.47,4.06,87.39
49.68,41.1,8.56,51.29,17.67,58.37,115.33,1.11,151.51
1030.64,6.69,24.67,32.88,57.32,17.16,33.82,11.67,60.86
422.18,11.98,44.38,38.41,46.54,31.53,59.55,58.81,91.7
4271.43,16.13,11.18,71.23,17.0,67.45,156.53,2.23,156.3
4096.3,2.65,22.62,84.81,24.89,500.0,600.0,8.84,500.0
772.45,46.24,17.37,24.24,3.86,74.29,156.29,27.38,159.9
645.39,12.18,105.89,10.74,11.1,14.18,33.97,6.67,54.47
445.37,12.42,47.07,28.5,18.38,21.68,51.29,1.77,70.55
7.52,1.4,36.94,27.79,1.82,21.04,50.3,7.73,69.19
49.81,16.36,3.61,41.58,20.4,5.5,9.73,32.8,22.91
469.19,12.26,23.88,64.48,3.85,23.81,36.54,4.45,75.12
1016.42,37.49,17.2,7.16,4.4,68.91,121.36,9.32,157.07
622.97,5.41,17.05,19.36,6.45,9.26,16.47,2.58,38.59
105.77,2.75,4.21,15.32,11.74,94.49,227.66,6.69,170.54
1646.01,3.74,6.77,90.08,2.48,53.93,115.92,10.88,146.32
3728.14,4.46,18.76,28.03,34.05,15.89,25.14,8.38,58.14
1647.45,2.41,61.21,21.97,15.07,28.75,47.01,4.8,85.72
1780.05,26.85,11.13,50.94,122.73,163.75,271.11,11.51,213.26
174.37,27.87,13.46,20.61,17.46,68.96,146.92,14.43,157.09
2026.17,6.08,119.23,32.72,24.17,33.41,74.68,15.42,95.72
502.02,4.99,14.93,141.35,4.37,26.11,61.61,5.51,80.06
868.99,1.2,17.66,138.25,2.95,35.75,87.26,3.97,100.63
697.95,14.82,17.9,23.91,25.61,19.85,33.78,52.62,66.63
336.22,38.61,5.23,28.62,3.28,4.04,7.3,8.48,16.82
111.05,3.91,35.58,20.18,26.32,255.23,444.19,5.71,303.79
356.66,6.57,10.46,7.09,94.43,38.68,71.9,1.69,107.99
1772.49,11.41,19.49,75.86,37.9,49.31,119.07,2.91,134.7
208.05,41.45,31.32,229.77,24.16,31.25,64.85,3.89,91.1
1540.74,9.02,140.13,23.23,16.83,15.88,35.54,11.47,58.11
1218.78,8.98,5.38,17.23,7.68,27.5,54.72,5.17,83.04
257.65,8.84,47.7,26.62,10.62,6.69,10.23,7.5,27.87
3239.58,1.78,47.88,35.45,6.18,322.82,504.95,1.76,357.97
236.67,1.74,10.61,13.35,2.51,9.64,19.64,30.1,40.15
3882.83,3.29,36.58,22.95,12.71,11.8,26.18,3.53,49.16
773.7,20.35,103.9,74.58,46.04,21.32,36.57,9.35,69.79
393.94,5.28,9.35,36.67,2.59,120.07,266.78,4.35,184.02
106.52,4.35,25.57,91.5,65.25,33.6,77.64,5.38,96.14
353.4,4.28,30.11,44.34,52.49,9.62,18.39,3.34,40.08
297.19,6.44,34.27,13.86,19.62,116.09,260.78,9.94,181.92
61.1,40.53,43.35,20.89,19.81,68.79,130.97,2.77,157.0
291.07,6.35,23.72,40.4,9.74,56.74,123.59,10.12,150.65
120.82,3.37,33.56,13.49,12.81,67.74,153.37,6.56,156.45
971.64,7.58,8.07,12.16,6.98,362.99,600.0,13.87,390.17
2862.41,42.74,23.67,12.76,12.65,294.45,543.37,15.31,335.23
64.05,4.47,12.47,50.03,14.41,16.66,31.85,5.38,59.8
5263.03,2.27,5.87,24.71,116.45,167.99,279.8,10.66,217.5
332.68,4.48,12.07,85.28,24.02,48.58,82.78,4.72,132.86
93.45,8.4,26.3,16.17,9.48,54.55,119.65,27.55,147.86
1257.19,14.71,31.06,4.64,10.82,6.1,14.74,5.16,25.4
206.5,20.22,5.65,29.83,5.18,27.93,52.91,6.04,83.96
356.88,2.6,7.86,123.72,6.31,14.69,24.68,4.62,55.56
219.99,2.86,41.46,34.04,36.34,75.8,135.31,3.55,160.69
118.5,5.35,33.39,11.05,6.73,96.65,188.95,56.47,171.68
1195.11,14.65,48.77,9.03,5.81,4.16,7.45,12.02,17.33
262.58,2.1,78.87,86.34,5.98,32.39,56.16,7.91,93.55
46.76,4.03,34.39,17.36,5.08,101.68,227.36,4.59,174.33
922.04,4.08,13.27,113.69,47.12,27.48,41.43,22.49,83.0
66.13,18.95,22.53,55.88,14.46,68.65,140.0,4.28,156.93
71.53,12.53,105.63,17.89,8.68,47.05,107.92,8.34,129.01
2413.68,18.24,318.76,84.24,12.62,46.6,82.31,66.88,127.9
67.05,28.18,31.92,15.81,15.81,25.25,53.1,2.84,78.21
12.5,5.44,34.31,10.4,4.97,9.81,21.28,12.67,40.88
1026.89,2.25,41.5,16.55,2.3,10.79,23.25,9.86,44.95
255.75,2.27,20.57,61.25,60.72,67.31,130.98,12.53,156.22
291.06,1.18,64.32,82.3,39.87,33.77,62.35,5.56,96.49
251.7,4.67,55.04,24.12,19.17,28.83,67.35,4.09,85.91
571.07,5.03,28.63,7.43,36.71,21.67,48.95,9.27,70.54
130.44,16.24,14.61,9.53,121.18,24.41,44.45,4.68,76.41
3692.92,7.52,4.39,14.1,6.41,94.34,151.23,0.72,170.46
44.06,4.53,41.78,11.76,3.18,23.68,37.23,3.24,74.86
786.28,6.58,24.85,40.95,26.95,8.66,13.81,5.38,36.09
1056.99,2.61,9.6,156.1,2.1,69.66,145.1,2.51,157.46
129.09,20.6,6.49,62.59,12.75,26.98,41.86,8.59,81.93
86.87,3.37,38.92,13.43,8.52,34.17,62.77,3.46,97.36
1855.23,2.36,4.05,19.0,27.35,165.27,372.39,7.07,214.78
91.26,16.74,27.1,22.21,6.83,32.44,58.21,64.58,93.65
162.39,13.12,46.69,45.21,51.4,44.22,100.08,25.2,121.91
1526.85,1.32,34.81,116.4,4.97,10.19,22.87,13.35,42.44
425.01,17.37,13.59,22.78,28.42,26.58,46.41,45.12,81.08
27.23,3.52,5.76,113.41,5.48,60.92,135.78,6.87,152.85
5544.65,5.08,36.13,178.24,23.53,6.99,15.71,6.94,29.13
182.18,8.91,66.72,25.03,3.61,40.48,76.81,2.57,112.52
220.49,13.28,11.33,24.52,11.84,36.63,62.65,26.53,102.83
592.1,11.54,33.35,24.82,59.53,34.51,69.76,52.3,98.09
1030.31,7.03,97.66,34.81,13.99,93.42,226.22,18.31,169.98
7643.85,4.83,28.19,24.86,50.38,46.27,98.99,30.67,127.05
33.44,11.16,13.51,67.18,11.8,145.19,242.9,0.48,197.26
1392.6,6.56,56.87,9.59,6.65,12.26,26.76,76.68,50.35
1229.69,44.94,9.61,21.59,14.97,37.94,73.11,6.66,106.12
328.41,13.28,5.48,43.09,25.59,36.03,75.37,77.94,101.34
1314.1,2.93,45.26,66.42,1.24,11.37,25.4,41.75,47.36
1638.29,4.58,13.38,191.76,22.8,86.17,173.62,16.0,166.16
50.76,7.75,14.64,11.81,3.94,338.55,600.0,5.24,370.58
5567.21,27.1,10.73,19.66,2.93,32.56,72.35,8.66,93.9
38.93,30.3,12.52,5.4,23.25,54.87,116.06,1.09,148.68
73.48,4.97,81.7,13.63,60.72,36.04,59.49,18.74,101.35
272.41,2.9,105.9,8.04,15.79,16.22,37.9,0.57,58.85
7240.25,2.56,120.9,21.82,2.4,5.36,13.06,5.48,22.34
254.07,9.51,59.75,27.59,5.45,16.35,26.76,34.58,59.12
384.56,73.98,32.02,48.21,7.37,8.23,16.37,15.19,34.3
3456.87,12.67,4.8,26.08,15.41,182.02,320.15,1.6,231.55
257.11,1.5,16.65,48.23,11.18,29.51,66.54,1.93,87.37
68.88,3.58,173.6,36.28,22.07,23.43,52.06,4.07,74.32
215.76,3.96,12.99,14.49,40.45,80.57,132.21,7.99,163.21
3153.25,3.25,91.3,8.59,18.42,10.79,25.64,17.75,44.94
448.67,5.01,21.22,52.82,35.79,15.38,25.86,13.52,57.04
7302.61,10.69,1.38,123.62,8.81,35.45,81.43,2.56,99.87
1220.36,14.61,38.11,251.72,635.93,92.64,181.3,13.72,169.57
153.36,22.02,71.25,69.99,23.66,54.69,99.99,15.26,148.22
435.55,12.48,19.13,106.27,27.68,42.45,70.39,12.04,117.46
112.19,1.05,68.93,47.9,100.41,35.81,59.71,88.07,100.77
148.02,2.57,3.79,42.17,13.54,49.41,106.83,15.28,134.96
50000.0,6.31,5.03,36.19,5.61,40.51,83.07,19.45,112.6
1859.27,8.56,24.65,30.43,58.42,11.82,19.18,48.22,49.26
1467.99,17.49,32.37,53.82,62.69,34.68,55.92,17.29,98.45
158.42,7.72,77.99,21.84,14.65,11.32,17.79,4.26,47.15
4248.73,7.77,38.05,29.43,100.64,35.91,80.58,25.6,101.04
2098.8,9.37,6.09,12.91,11.02,20.48,45.29,4.95,67.98
6784.74,5.73,24.85,48.42,37.29,419.63,600.0,2.77,435.58
6308.61,8.06,36.62,15.37,75.09,31.82,65.56,3.01,92.32
43.88,22.78,3.08,34.02,13.71,8.13,12.89,25.31,33.88
76.34,6.79,19.23,49.42,21.08,28.96,69.61,13.74,86.17
89.51,7.17,14.36,52.92,41.73,55.67,133.99,21.35,150.09
97.91,7.15,10.44,61.39,7.85,176.51,388.0,13.81,226.03
655.36,27.05,33.07,27.92,4.59,18.37,44.56,8.92,63.45
172.4,2.44,6.36,48.85,60.31,6.8,15.73,10.16,28.35
9035.33,43.63,30.47,22.44,17.6,74.95,174.53,13.34,160.25
7023.52,2.28,35.15,6.84,6.64,8.33,17.23,4.05,34.69
399.54,3.84,59.37,50.61,13.64,21.41,38.67,2.03,69.98
7577.88,15.56,6.53,42.05,22.43,25.59,43.97,4.55,78.96
3760.1,20.7,4.46,74.49,1.85,30.89,56.44,12.73,90.32
205.19,1.82,26.55,32.45,28.77,65.97,140.41,3.87,155.52
19.81,2.48,15.09,9.18,19.89,16.72,27.96,62.15,59.91
290.92,9.76,366.01,30.77,88.78,25.19,44.29,11.49,78.08
153.4,77.05,31.77,67.31,9.37,32.65,64.25,8.33,94.09
549.91,25.69,21.29,48.46,63.6,38.46,66.65,4.03,107.44
461.2,5.77,16.9,29.45,11.55,36.52,76.27,18.46,102.56
443.42,0.66,5.94,8.75,14.4,51.21,124.1,2.2,139.48
884.95,8.02,35.3,14.57,17.07,77.0,173.11,10.13,161.33
65.45,10.62,18.56,48.51,150.19,49.04,106.24,4.78,134.02
747.73,5.04,18.57,8.74,2.75,52.12,108.56,8.34,141.76
208.63,3.16,22.07,25.67,22.07,6.81,13.53,12.02,28.36
544.56,8.66,25.06,34.15,12.82,34.82,58.73,2.35,98.76
1696.15,2.88,3.53,83.09,11.77,53.49,128.09,1.39,145.2
64.29,48.06,46.39,54.14,24.52,68.64,120.03,2.91,156.93
264.56,33.67,8.62,71.54,45.93,16.57,26.37,17.8,59.59
337.71,14.27,17.5,42.16,23.06,17.13,38.55,10.73,60.8
186.53,8.08,72.67,16.84,53.64,18.65,31.25,4.94,64.06
1555.8,3.82,119.04,20.27,9.01,56.62,105.99,52.89,150.59
136.92,7.24,3.67,15.7,11.49,93.12,142.31,26.71,169.82
175.37,38.07,20.7,53.12,3.67,22.03,36.07,20.98,71.32
139.09,17.61,26.39,19.01,131.56,82.1,137.37,3.58,164.02
